Price,Close,Log_Returns
Ticker,EURUSD=X,
Datetime,,
2026-03-27 16:00:00+00:00,1.152339220046997,-0.00011523646400665461
2026-03-27 17:00:00+00:00,1.151543140411377,-0.0006910766634323974
2026-03-27 18:00:00+00:00,1.1516757011413574,0.00011510910534010018
2026-03-27 19:00:00+00:00,1.1520737409591675,0.0003455582577660622
2026-03-27 20:00:00+00:00,1.151145339012146,-0.0008061777582317337
2026-03-27 21:00:00+00:00,1.151012897491455,-0.00011505857307021274
2026-03-29 23:00:00+00:00,1.1494252681732178,-0.0013802844988353
2026-03-30 00:00:00+00:00,1.151012897491455,0.001380284498835157
2026-03-30 01:00:00+00:00,1.1507480144500732,-0.00023015686918388705
2026-03-30 02:00:00+00:00,1.151410460472107,0.0005754999471437971
2026-03-30 03:00:00+00:00,1.1519410610198975,0.00046072043474491684
2026-03-30 04:00:00+00:00,1.1516757011413574,-0.00023038543916893814
2026-03-30 05:00:00+00:00,1.1519410610198975,0.00023038543916889022
2026-03-30 06:00:00+00:00,1.151543140411377,-0.0003454945445090836
2026-03-30 07:00:00+00:00,1.1500862836837769,-0.001265935260394951
2026-03-30 08:00:00+00:00,1.1499539613723755,-0.00011506086628854756
2026-03-30 09:00:00+00:00,1.1499539613723755,0.0
2026-03-30 10:00:00+00:00,1.1492931842803955,-0.0005747769320240704
2026-03-30 11:00:00+00:00,1.1488970518112183,-0.0003447342755872632
2026-03-30 12:00:00+00:00,1.1486331224441528,-0.0002297505131239039
2026-03-30 13:00:00+00:00,1.1466574668884277,-0.001721486641224616
2026-03-30 14:00:00+00:00,1.1467890739440918,0.0001147679298081077
2026-03-30 15:00:00+00:00,1.145737886428833,-0.0009170558140417576
2026-03-30 16:00:00+00:00,1.1461317539215088,0.00034370846370922013
2026-03-30 17:00:00+00:00,1.1460003852844238,-0.00011462571025626389
2026-03-30 18:00:00+00:00,1.1465259790420532,0.00045852800213490075
2026-03-30 19:00:00+00:00,1.1461317539215088,-0.0003439022918786688
2026-03-30 20:00:00+00:00,1.1465259790420532,0.0003439022918787959
2026-03-30 21:00:00+00:00,1.1466574668884277,0.00011467712864583274
2026-03-30 22:00:00+00:00,1.1463946104049683,-0.00022926342337684625
2026-03-30 23:00:00+00:00,1.1458691358566284,-0.0004584765242667759
2026-03-31 00:00:00+00:00,1.1479737758636475,0.001835034637162054
2026-03-31 01:00:00+00:00,1.1479737758636475,0.0
2026-03-31 02:00:00+00:00,1.1479737758636475,0.0
2026-03-31 03:00:00+00:00,1.147315263748169,-0.0005737945175369366
2026-03-31 04:00:00+00:00,1.147315263748169,0.0
2026-03-31 05:00:00+00:00,1.1466574668884277,-0.0005735001719815209
2026-03-31 06:00:00+00:00,1.1475785970687866,0.00080299516194134
2026-03-31 07:00:00+00:00,1.1475785970687866,0.0
2026-03-31 08:00:00+00:00,1.1471836566925049,-0.00034421028107273536
